"src","OSPG_KS","DM115420","http://redcats-usa-t.neolane.net/res/img/25C5DC993AA83FCB3D00260996C4DD48.jpg","http://www.kingsizedirect.com/Big-and-Tall-Winter-Favorites-Up-to-80-Off.aspx?DeptId=24528","Winter-Favorites-Up-to-80-Off"
"src","OSPG_KS","DM115420","http://redcats-usa-t.neolane.net/res/img/1683E9F389EDF8F450650439F3764E1E.jpg","http://www.kingsizedirect.com/Big-and-Tall-BOGO-50-Off-Jeans.aspx?DeptId=24540","BOGO-50-Off-Jeans"
"src","OSPG_KS","DM115420","http://redcats-usa-t.neolane.net/res/img/129413D2060FDF3AA77A76879FFA9551.jpg","http://www.kingsizedirect.com/Big-and-Tall-Up-to-50-off-underwear.aspx?DeptId=25220","Up-to-50-off-underwear"
"src","OSPG_KS","DM115420","http://redcats-usa-t.neolane.net/res/img/0412794E848D0B970C9183C8041E9D68.jpg","http://www.kingsizedirect.com/Big-and-Tall-Sport-Shirts.aspx?DeptId=23945","Sport-Shirts"
"src","OSPG_KS","DM115421","http://redcats-usa-t.neolane.net/res/img/3F57166FDBE262825F9B445064648CF3.jpg","http://www.kingsizedirect.com/Big-and-Tall-Up-to-50-off-underwear.aspx?DeptId=25220","Up-to-50-off-underwear"
"src","OSPG_KS","DM115421","http://redcats-usa-t.neolane.net/res/img/90D46830AFBFC3D2E739541EF1593412.jpg","http://www.kingsizedirect.com/Big-and-Tall-BOGO-50-Off-Jeans.aspx?DeptId=24540","BOGO-50-Off-Jeans"
"src","OSPG_KS","DM115421","http://redcats-usa-t.neolane.net/res/img/DB4FC7A09CE4B886A4CBD77F86625CC4.jpg","http://www.kingsizedirect.com/Big-and-Tall-Winter-Favorites-Up-to-80-Off.aspx?DeptId=24528","Winter-Favorites-Up-to-80-Off"
"src","OSPG_KS","DM115421","http://redcats-usa-t.neolane.net/res/img/60B27223E380B9EBA0411DB2C2D9B9CB.jpg","http://www.kingsizedirect.com/Big-and-Tall-Perfect-combo.aspx?DeptId=28238","Perfect-combo"
"src","OSPG_KS","DM115421","http://redcats-usa-t.neolane.net/res/img/8BC3FD4E2D6213B60915AAE4557125A1.jpg","http://www.kingsizedirect.com/Big-and-Tall-Hoodies-and-Sweatshirts.aspx?DeptId=23966","Hoodies-and-Sweatshirts"
"src","OSPG_KS","DM115423","http://redcats-usa-t.neolane.net/res/img/ED459EFAC0D8832655F8D54C95717DA5.jpg","http://www.kingsizedirect.com/Big-and-Tall-BOGO-50-Off-Jeans.aspx?DeptId=24540","BOGO-50-Off-Jeans"
"src","OSPG_KS","DM115423","http://redcats-usa-t.neolane.net/res/img/148ADC5B429DEAD836C6B227BA6FBF99.jpg","http://www.kingsizedirect.com/Big-and-Tall-Up-to-50-off-underwear.aspx?DeptId=25220","Up-to-50-off-underwear"
"src","OSPG_KS","DM115423","http://redcats-usa-t.neolane.net/res/img/AF19A6C13450C70902130205E6102801.jpg","http://www.kingsizedirect.com/Big-and-Tall-Winter-Favorites-Up-to-80-Off.aspx?DeptId=24528","Winter-Favorites-Up-to-80-Off"
"src","OSPG_KS","DM115423","http://redcats-usa-t.neolane.net/res/img/DEB99F95F84528E4D7E311EAB17F18FF.jpg","http://www.kingsizedirect.com/Big-and-Tall-View-All.aspx?DeptId=24341","View-All"
"src","OSPG_KS","DM115434","http://redcats-usa-t.neolane.net/res/img/25C5DC993AA83FCB3D00260996C4DD48.jpg","http://www.kingsizedirect.com/Big-and-Tall-Winter-Favorites-Up-to-80-Off.aspx?DeptId=24528","Winter-Favorites-Up-to-80-Off"
"src","OSPG_KS","DM115434","http://redcats-usa-t.neolane.net/res/img/1683E9F389EDF8F450650439F3764E1E.jpg","http://www.kingsizedirect.com/Big-and-Tall-BOGO-50-Off-Jeans.aspx?DeptId=24540","BOGO-50-Off-Jeans"
"src","OSPG_KS","DM115434","http://redcats-usa-t.neolane.net/res/img/129413D2060FDF3AA77A76879FFA9551.jpg","http://www.kingsizedirect.com/Big-and-Tall-Up-to-50-off-underwear.aspx?DeptId=25220","Up-to-50-off-underwear"
"src","OSPG_KS","DM115434","http://redcats-usa-t.neolane.net/res/img/0412794E848D0B970C9183C8041E9D68.jpg","http://www.kingsizedirect.com/Big-and-Tall-Sport-Shirts.aspx?DeptId=23945","Sport-Shirts"
"src","OSPG_KS","DM115471","http://redcats-usa-t.neolane.net/res/img/ED459EFAC0D8832655F8D54C95717DA5.jpg","http://www.kingsizedirect.com/Big-and-Tall-BOGO-50-Off-Jeans.aspx?DeptId=24540","BOGO-50-Off-Jeans"
"src","OSPG_KS","DM115471","http://redcats-usa-t.neolane.net/res/img/148ADC5B429DEAD836C6B227BA6FBF99.jpg","http://www.kingsizedirect.com/Big-and-Tall-Up-to-50-off-underwear.aspx?DeptId=25220","Up-to-50-off-underwear"
"src","OSPG_KS","DM115471","http://redcats-usa-t.neolane.net/res/img/AF19A6C13450C70902130205E6102801.jpg","http://www.kingsizedirect.com/Big-and-Tall-Winter-Favorites-Up-to-80-Off.aspx?DeptId=24528","Winter-Favorites-Up-to-80-Off"
"src","OSPG_KS","DM115471","http://redcats-usa-t.neolane.net/res/img/DEB99F95F84528E4D7E311EAB17F18FF.jpg","http://www.kingsizedirect.com/Big-and-Tall-View-All.aspx?DeptId=24341","View-All"
"src","OSPG_KS","DM116133","http://redcats-usa-t.neolane.net/res/img/F507B800149B898C87BF784F1E24BA89.jpg","http://www.kingsizedirect.com/Big-and-Tall-A-Perfect-Combo.aspx?DeptId=28238","A-Perfect-Combo"
